loan_id,application_id,user_id,disbursement_date,disbursement_amount,loan_status,due_date,loan_amount,loan_term,offer_age,max_offer,last_payment_date,FPD0,FPD3,FPD7,FPD15,FPD30,total_to_repay,days_late_last_payment,previous_loan_maturity,previous_loan_amount_national_currency,declared_revenue_national_currency,users_with_same_android_id,previous_loans,client_type,professional_status,professional_category,professional_subcategory,gender,age_year,education,marital_status,state,salary_date,requested_amount,apollo_cb_score,acquisition_channel,score_internal,TS_credit_insight
2562027,10281613,9011091,08/10/2020 00:00,675,paid,23/10/2020 00:00,750,15,1,750,15/10/2020,0,0,0,0,,760,,,,15000,1,0,new,Work in the private sector,Agency/Contract workers,Security,Male,1997,Secondary,Single,Odisha,12,15000,"""700-709""",Organic,0.321219,
2350122,9605842,8148058,26/08/2020 00:00,900,paid,25/09/2020 00:00,1000,30,1,1000,27/08/2020,0,0,0,0,0,1020,-14,15,750,45000,1,1,returning,Work in the private sector,Professionals,Corporate services,Male,1974,Post-?graduate,Married,Maharashtra,3,,"""610-619""",Facebook,,
2422346,9853545,8546134,10/09/2020 00:00,675,paid,25/09/2020 00:00,750,15,1,750,11/09/2020,0,0,0,0,0,760,,,,24400,1,0,new,Work in the private sector,Other,--,Male,1987,Graduate,Married,Tamil Nadu,31,5000,"""690-699""",Organic,0.275884,
2633514,10517244,8223460,22/10/2020 00:00,900,paid,06/11/2020 00:00,1000,15,0,1000,06/11/2020,0,0,,,,1010,0,15,750,24000,1,1,returning,Self-employed,Other,--,Male,1995,Post-?graduate,Married,Madhya Pradesh,0,5000,"""740-749""",Organic,,
2478063,10037199,8426480,23/09/2020 00:00,675,paid,08/10/2020 00:00,750,15,1,750,05/10/2020,0,0,0,0,0,760,,,,22700,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1990,Graduate,Married,Madhya Pradesh,7,3000,"""below 600""",Facebook,0.361365,571
2660559,10616198,9368451,28/10/2020 00:00,675,paid,12/11/2020 00:00,750,15,1,750,30/10/2020,,,,,,760,,,,25000,1,0,new,Work in the private sector,Professionals,Plant Operator,Male,1993,Secondary,Married,Tamil Nadu,7,40000,"""760-769""",Organic,0.327315,
2325972,9521756,8208759,20/08/2020 00:00,450,paid,04/09/2020 00:00,500,15,1,750,25/08/2020,0,0,0,0,0,500,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1996,Graduate,Single,Uttar Pradesh,18,,,Organic,,
2582115,10248654,8220283,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,2,750,24/10/2020,0,0,0,,,760,,,,22800,2,0,new,Civil/Public servant,Other,--,Male,1997,Post-?graduate,Married,Rajasthan,25,5000,,Organic,,
2313389,9483176,8109192,17/08/2020 00:00,900,paid,16/09/2020 00:00,1000,30,0,1000,26/08/2020,0,0,0,0,0,1020,-28,30,1000,35000,1,2,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1988,Graduate,Married,Chhattisgarh,0,,,Organic,,
2488511,10066590,8671569,25/09/2020 00:00,675,paid,12/10/2020 00:00,750,15,1,750,11/10/2020,0,0,0,0,,760,,,,10000,1,0,new,Self-employed,Other,--,Male,1997,Post-?graduate,Single,Uttar Pradesh,0,2000,"""660-669""",Organic,0.392329,
2633495,10339672,8128294,22/10/2020 00:00,675,paid,06/11/2020 00:00,750,15,1,750,04/11/2020,0,0,,,,760,,,,25000,1,0,new,Self-employed,Agriculture,Fish,Male,2000,Secondary,Single,Gujarat,0,25000,,Organic,0.35026,
2473017,10021082,8732602,22/09/2020 00:00,675,paid,07/10/2020 00:00,750,15,1,750,22/09/2020,0,0,0,0,0,760,,,,50000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1997,Post-?graduate,Single,Telangana,2,10000,"""750-759""",Organic,0.267917,570
2321716,9506552,8120898,19/08/2020 00:00,900,paid,18/09/2020 00:00,1000,30,1,1000,07/09/2020,0,0,0,0,0,1020,-9,15,750,20000,1,1,returning,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1991,Graduate,Single,Uttar Pradesh,7,,,Organic,,642
2568049,10304959,8054475,09/10/2020 00:00,900,paid,09/11/2020 00:00,1000,30,0,1000,09/11/2020,0,,,,,1020,-14,30,1000,30000,1,2,returning,Civil/Public servant,Professionals,Security,Male,1992,Secondary,Single,Madhya Pradesh,20,5000,"""740-749""",Organic,,
2317732,9496059,8111640,18/08/2020 00:00,900,paid,17/09/2020 00:00,1000,30,0,1000,11/09/2020,0,0,0,0,0,1020,-27,30,1000,15000,1,2,returning,Civil/Public servant,Other,--,Male,1992,Graduate,Married,Telangana,10,,,Organic,,
2326770,9524112,8099480,20/08/2020 00:00,900,paid,21/09/2020 00:00,1000,30,0,1000,29/08/2020,0,0,0,0,0,1020,-28,30,1000,30000,2,2,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1998,Secondary,Single,Andhra Pradesh,20,,,Organic,,
2593735,10385648,8270125,14/10/2020 00:00,900,paid,29/10/2020 00:00,1000,15,1,1000,29/10/2020,0,0,0,,,1010,-2,15,750,45000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Other,Male,1982,Graduate,Married,Maharashtra,0,10000,"""650-659""",Organic,,532
2325986,9523046,8210139,20/08/2020 00:00,675,paid,04/09/2020 00:00,750,15,1,750,03/09/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1988,Graduate,Married,Chhattisgarh,8,,,Organic,,
2321697,9500331,8088537,19/08/2020 00:00,900,paid,03/09/2020 00:00,1000,15,1,1000,03/09/2020,0,0,0,0,0,1010,-7,15,750,25000,1,1,returning,Self-employed,Other,--,Male,1979,Secondary,Married,Telangana,0,,,Organic,,
2418272,9839059,8422398,09/09/2020 00:00,675,paid,24/09/2020 00:00,750,15,1,750,01/10/2020,1,1,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1985,Secondary,Married,Tamil Nadu,10,,"""710-719""",Facebook,0.310619,
2649383,10552756,8563537,26/10/2020 00:00,900,paid,10/11/2020 00:00,1000,15,2,1000,09/11/2020,0,,,,,1010,-6,15,750,35000,1,1,returning,Self-employed,Other,--,Male,1974,Secondary,Married,West Bengal,0,10000,"""700-709""",Organic,,
2465549,10005611,8716761,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,1,750,05/10/2020,0,0,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1995,Post-?graduate,Single,Telangana,2,3000,"""760-769""",Organic,0.273019,
2423213,9856227,8544056,10/09/2020 00:00,675,paid,25/09/2020 00:00,750,15,0,750,10/09/2020,0,0,0,0,0,760,,,,22500,1,0,new,Self-employed,Other,--,Male,1995,Graduate,Single,Rajasthan,0,,"""670-679""",Organic,,
2555730,10264547,8291920,07/10/2020 00:00,900,paid,06/11/2020 00:00,1000,30,0,1000,05/11/2020,0,0,,,,1020,-3,15,750,15000,1,1,returning,Work in the private sector,Other,--,Male,1998,Graduate,Single,Andhra Pradesh,28,2000,"""640-649""",Organic,,
2391989,9749883,8207940,03/09/2020 00:00,900,paid,05/10/2020 00:00,1000,30,0,1000,04/10/2020,0,0,0,0,0,1020,-1,15,750,16000,2,1,returning,Unemployed,,--,Male,1979,Secondary,Married,Telangana,25,,"""650-659""",Organic,,
2413865,9743323,8184863,08/09/2020 00:00,900,paid,23/09/2020 00:00,1000,15,6,1000,16/10/2020,1,1,1,1,0,1010,-9,15,750,21500,1,1,returning,Work in the private sector,Professionals,Corporate services,Male,1997,Graduate,Single,Karnataka,5,,"""680-689""",Facebook,,
2465540,10005228,8364614,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,1,750,05/10/2020,0,0,0,0,0,760,,,,30000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1990,Graduate,Married,Delhi,0,5000,"""610-619""",Facebook,0.384744,
2277226,9368776,8064015,07/08/2020 00:00,675,paid,24/08/2020 00:00,750,15,0,750,08/08/2020,0,0,0,0,0,760,,,,40000,1,0,new,Work in the private sector,Other,--,Male,1992,Graduate,Single,Uttar Pradesh,10,,,Organic,,
2593836,10384873,8497705,14/10/2020 00:00,900,paid,29/10/2020 00:00,1000,15,1,1000,06/11/2020,1,1,1,,,1010,0,15,1000,30000,1,2,returning,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1983,Graduate,Married,Gujarat,15,150000,"""710-719""",Organic,,
2374561,9695130,8227620,31/08/2020 00:00,675,paid,15/09/2020 00:00,750,15,1,750,15/09/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,Religious Organization,"Admin, Support",Male,1993,Graduate,Single,Madhya Pradesh,7,,,Organic,,600
2488540,10070244,8675168,25/09/2020 00:00,675,paid,12/10/2020 00:00,750,15,0,750,05/10/2020,0,0,0,0,,760,,,,15000,1,0,new,Work in the private sector,Professionals,Teaching,Male,1996,Graduate,Single,Uttarakhand,11,50000,"""710-719""",Organic,0.283837,520
2299597,9436544,8050943,13/08/2020 00:00,900,paid,28/08/2020 00:00,1000,15,0,1000,31/08/2020,1,0,0,0,0,1010,-8,15,750,40000,2,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1985,Primary,Married,Gujarat,0,,,Organic,,
2325975,9522343,8209316,20/08/2020 00:00,675,paid,04/09/2020 00:00,750,15,1,750,24/08/2020,0,0,0,0,0,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Betting business,Male,2000,Graduate,Single,Bihar,0,,,Organic,,
2285948,9371555,8061394,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,3,750,24/08/2020,0,0,0,0,0,760,,,,30000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1993,Graduate,Single,Tamil Nadu,1,,,Organic,,
2350135,9601069,8190061,26/08/2020 00:00,675,paid,10/09/2020 00:00,750,15,1,750,03/09/2020,0,0,0,0,0,760,,,,26000,1,0,new,Self-employed,Professionals,"Banking, Insurance",Male,1985,Post-?graduate,Married,Telangana,0,,"""710-719""",Facebook,,
2618785,10311869,8576183,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,3,750,05/11/2020,1,0,0,,,760,,,,19700,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1999,Graduate,Single,Telangana,10,10000,,Facebook,0.312439,
2415682,9828434,8296818,08/09/2020 00:00,675,paid,23/09/2020 00:00,750,15,0,750,10/09/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,Other,--,Female,1996,Secondary,Single,Maharashtra,10,30000,"""700-709""",Facebook,0.349539,611
2478064,10031855,8743571,23/09/2020 00:00,675,paid,08/10/2020 00:00,750,15,1,750,24/09/2020,0,0,0,0,0,760,,,,22000,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1992,Graduate,Single,Tamil Nadu,5,10000,"""680-689""",Organic,0.360896,
2285951,9371134,8063478,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,3,750,24/08/2020,0,0,0,0,0,760,,,,35000,1,0,new,Civil/Public servant,Other,--,Male,1999,Graduate,Single,Uttarakhand,7,,,Organic,,
2618840,10450252,9186348,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,2,750,21/10/2020,0,0,0,,,760,,,,22000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Cashier,Male,1986,Post-?graduate,Single,Tripura,1,10000,"""600-609""",Organic,0.294546,
2567992,10260225,8223043,09/10/2020 00:00,675,paid,26/10/2020 00:00,750,15,1,750,21/10/2020,0,0,0,0,,760,,,,15000,1,0,new,Work in the private sector,Agency/Contract workers,"Information, Technology",Male,1993,Secondary,Single,Assam,5,1000,,Organic,0.273843,706
2313348,9479144,8051257,17/08/2020 00:00,900,paid,16/09/2020 00:00,1000,30,1,1000,21/08/2020,0,0,0,0,0,1020,-26,30,1000,38000,1,2,returning,Work in the private sector,Professionals,"Information, Technology",Male,1977,Graduate,Married,Delhi,1,,,Organic,,638
2618926,10467494,8893468,19/10/2020 00:00,900,paid,03/11/2020 00:00,1000,15,0,1000,02/11/2020,0,0,0,,,1010,-6,15,750,47500,1,1,returning,Civil/Public servant,Other,--,Male,1997,Graduate,Single,Maharashtra,10,30000,"""NTC""",Organic,,614
2437112,9805874,8061394,14/09/2020 00:00,900,paid,14/10/2020 00:00,1000,30,3,1000,14/10/2020,0,0,0,0,,1020,-1,15,750,38000,1,1,returning,Work in the private sector,Other,--,Male,1993,Graduate,Single,Tamil Nadu,31,25000,,Organic,,
2285940,9371219,8064046,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,3,750,14/08/2020,0,0,0,0,0,760,,,,22000,1,0,new,Work in the private sector,Other,--,Male,1988,Graduate,Single,Andhra Pradesh,15,,,Organic,,510
2582250,10319500,9047572,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,3,750,03/11/2020,1,1,0,,,760,,,,30000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1996,Graduate,Single,Andhra Pradesh,0,10000,"""740-749""",Organic,0.268361,
2397030,9767449,8060858,04/09/2020 00:00,900,paid,21/09/2020 00:00,1000,15,0,1000,15/09/2020,0,0,0,0,0,1010,0,15,1000,35000,1,2,returning,Self-employed,Other,--,Male,1985,Graduate,Single,West Bengal,0,,"""630-639""",Organic,,
2437096,9881176,8576534,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,3,750,18/09/2020,0,0,0,0,0,760,,,,20000,2,0,new,Work in the private sector,Other,--,Male,1987,Secondary,Single,Karnataka,25,10000,"""660-669""",Organic,0.372913,505
2391933,9741018,8395731,03/09/2020 00:00,900,paid,05/10/2020 00:00,1000,30,1,1000,04/10/2020,0,0,0,0,0,1020,-14,15,750,25000,1,1,returning,Work in the private sector,Professionals,Teaching,Male,1988,Post-?graduate,Married,Maharashtra,16,,"""700-709""",Organic,,
2422320,9851083,8543369,10/09/2020 00:00,675,paid,25/09/2020 00:00,750,15,1,750,24/09/2020,0,0,0,0,0,760,,,,18000,1,0,new,Work in the private sector,Artisans,Clothing,Male,1998,Graduate,Married,Telangana,29,2000,"""640-649""",Organic,0.398042,
2350150,9570327,8258782,26/08/2020 00:00,675,paid,10/09/2020 00:00,750,15,4,750,01/09/2020,0,0,0,0,0,760,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1997,Graduate,Single,Rajasthan,15,,,Organic,,581
2624408,10481552,9221888,20/10/2020 00:00,675,paid,04/11/2020 00:00,750,15,1,750,04/11/2020,0,0,,,,760,,,,15500,1,0,new,Work in the private sector,Professionals,Security,Male,1994,Secondary,Single,Uttar Pradesh,8,10000,"""700-709""",Organic,0.397482,
2454759,9963621,8219615,18/09/2020 00:00,900,paid,19/10/2020 00:00,1000,30,1,1000,19/10/2020,0,0,0,0,,1020,-11,15,750,50000,1,1,returning,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1998,Post-?graduate,Married,Meghalaya,10,6000,"""700-709""",Organic,,
2568021,10298213,8584489,09/10/2020 00:00,675,paid,26/10/2020 00:00,750,15,1,750,27/10/2020,1,0,0,0,,760,,,,20000,2,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Female,1990,Secondary,Married,Delhi,10,3000,"""630-639""",Organic,,558
2350240,9603242,8228470,26/08/2020 00:00,675,,,750,15,1,750,,1,1,1,1,1,,,,,15000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1996,Post-?graduate,Single,Uttar Pradesh,25,,"""640-649""",Organic,,
2387229,9729941,8133676,02/09/2020 00:00,900,paid,02/10/2020 00:00,1000,30,1,1000,28/09/2020,0,0,0,0,0,1020,-5,15,500,24000,1,1,returning,Self-employed,Agency/Contract workers,Teaching,Male,1991,Graduate,Married,Maharashtra,0,,,Facebook,,573
2698991,10737516,9182517,05/11/2020 00:00,900,paid,20/11/2020 00:00,1000,15,0,1000,09/11/2020,,,,,,1010,0,15,750,30000,3,1,returning,Work in the private sector,Professionals,"Marketing, Sales",Male,1992,Graduate,Single,Delhi,7,5000,"""660-669""",Organic,,
2350139,9607358,8221646,26/08/2020 00:00,675,paid,10/09/2020 00:00,750,15,1,750,10/09/2020,0,0,0,0,0,760,,,,15000,1,0,new,Self-employed,Other,--,Male,1989,Secondary,Married,Andhra Pradesh,0,,"""730-739""",Organic,,
2582179,10335393,8913192,12/10/2020 00:00,900,paid,11/11/2020 00:00,1000,30,2,1000,05/11/2020,,,,,,1020,-5,15,750,20000,1,1,returning,Self-employed,Professionals,Other,Male,1994,Graduate,Single,Maharashtra,0,10000,,Organic,,
2298661,9434425,8054638,13/08/2020 00:00,900,paid,14/09/2020 00:00,1000,30,0,1000,12/09/2020,0,0,0,0,0,1020,-8,15,750,20000,1,1,returning,Work in the private sector,Other,--,Male,1994,Graduate,Single,Tamil Nadu,5,,,Organic,,
2523257,10168353,8196937,01/10/2020 00:00,900,paid,16/10/2020 00:00,1000,15,1,1000,09/10/2020,0,0,0,0,,1010,0,15,500,30000,1,1,returning,Self-employed,Professionals,"Information, Technology",Male,1993,Graduate,Single,Telangana,0,,"""690-699""",Organic,,487
2386517,9729854,8204789,02/09/2020 00:00,675,paid,17/09/2020 00:00,750,15,1,750,17/09/2020,0,0,0,0,0,760,,,,32000,2,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1995,Secondary,Married,Bihar,0,,,Organic,0.358563,
2715284,10785241,9499801,09/11/2020 00:00,675,paid,24/11/2020 00:00,750,15,2,750,10/11/2020,,,,,,760,,,,17000,1,0,new,Self-employed,Professionals,Other,Male,1999,Secondary,Single,Tamil Nadu,0,5000,"""710-719""",Organic,0.221434,
2304444,9450803,8132947,14/08/2020 00:00,900,paid,31/08/2020 00:00,1000,15,0,1000,15/08/2020,0,0,0,0,0,1010,-17,15,750,16000,1,1,returning,Work in the private sector,Other,--,Male,1994,Graduate,Single,Gujarat,7,,,Organic,,
2313316,9468302,8155830,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,1,750,20/08/2020,0,0,0,0,0,760,,,,24500,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1995,Post-?graduate,Single,Uttarakhand,0,,,Organic,,
2522696,10164478,8701843,01/10/2020 00:00,900,paid,02/11/2020 00:00,1000,30,1,1000,05/10/2020,0,0,0,,,1020,-13,15,750,25000,2,1,returning,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1982,Secondary,Married,Rajasthan,0,10000,"""730-739""",Organic,,
2350129,9602460,8243309,26/08/2020 00:00,675,paid,10/09/2020 00:00,750,15,1,750,25/10/2020,1,1,1,1,1,760,,,,36500,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Shop owner,Male,1998,Graduate,Single,Maharashtra,2,,"""NTC""",Organic,,
2409040,9800963,8111587,07/09/2020 00:00,900,paid,22/09/2020 00:00,1000,15,1,1000,22/09/2020,0,0,0,0,0,1010,-3,15,750,25000,1,1,returning,Self-employed,Agency/Contract workers,Other,Male,1995,Graduate,Married,Uttar Pradesh,0,50000,"""740-749""",Organic,,622
2702220,10749041,9452405,06/11/2020 00:00,675,paid,07/12/2020 00:00,750,30,1,750,06/11/2020,,,,,,770,,,,55000,1,0,new,Self-employed,Professionals,Other,Male,1993,Post-?graduate,Single,Assam,0,5000,"""650-659""",Organic,0.266675,
2294633,9422937,8109308,12/08/2020 00:00,675,paid,27/08/2020 00:00,750,15,0,750,14/08/2020,0,0,0,0,0,760,,,,15200,1,0,new,Work in the private sector,Other,--,Male,1995,Graduate,Single,Telangana,5,,,Facebook,,
2437153,9895166,8112378,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,2,750,21/09/2020,0,0,0,0,0,760,,,,25000,1,0,new,Self-employed,Other,--,Male,1983,Secondary,Single,Bihar,0,25000,"""630-639""",Organic,0.346982,504
2413840,9821150,8512314,08/09/2020 00:00,675,paid,23/09/2020 00:00,750,15,1,750,08/09/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1986,Graduate,Married,Odisha,5,20000,"""600-609""",Organic,0.363789,
2275748,9364020,8060402,07/08/2020 00:00,450,paid,24/08/2020 00:00,500,15,1,750,09/08/2020,0,0,0,0,0,500,,,,15000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant","Street, Market Sales",Male,1992,Post-?graduate,Single,Tamil Nadu,5,,,Organic,,493
2437202,9905223,8605779,14/09/2020 00:00,450,paid,29/09/2020 00:00,500,15,1,750,14/09/2020,0,0,0,0,0,500,,,,20000,1,0,new,Work in the private sector,Other,--,Male,1996,Graduate,Single,Gujarat,1,10000,"""NTC""",Organic,0.433256,558
2618767,10388004,9113393,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,4,750,04/11/2020,1,0,0,,,760,,,,130000,1,0,new,Self-employed,Other,--,Male,1998,Post-?graduate,Single,West Bengal,0,30000,"""720-729""",Organic,,
2409006,9795338,8361267,07/09/2020 00:00,675,paid,22/09/2020 00:00,750,15,2,750,14/09/2020,0,0,0,0,0,760,,,,19000,1,0,new,Work in the private sector,Professionals,"Marketing, Sales",Male,1978,Post-?graduate,Married,West Bengal,6,5000,"""660-669""",Organic,0.307789,
2618851,10449625,9185587,19/10/2020 00:00,675,paid,03/11/2020 00:00,750,15,2,750,21/10/2020,0,0,0,,,760,,,,65000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1987,Graduate,Single,Telangana,0,20000,"""760-769""",Organic,0.233941,
2582092,10319546,9047631,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,3,750,21/10/2020,0,0,0,,,760,,,,38000,1,0,new,Self-employed,Professionals,"Science, Engineering",Male,1989,Post-?graduate,Married,Maharashtra,0,8000,"""below 600""",Organic,0.404687,545
2302769,9445942,8133256,14/08/2020 00:00,675,paid,31/08/2020 00:00,750,15,1,750,17/08/2020,0,0,0,0,0,760,,,,25000,2,0,new,Work in the private sector,Other,--,Female,1988,Graduate,Married,Maharashtra,5,,,Organic,,
2562032,10282341,8719304,08/10/2020 00:00,675,paid,23/10/2020 00:00,750,15,1,750,23/10/2020,0,0,0,0,,760,,,,35000,1,0,new,Work in the private sector,Other,--,Male,1996,Graduate,Single,Haryana,1,20000,"""750-759""",Organic,0.156338,
2502960,10101278,8582791,28/09/2020 00:00,675,paid,13/10/2020 00:00,750,15,1,750,13/10/2020,0,0,0,0,,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1995,Secondary,Single,Rajasthan,0,5000,"""740-749""",Facebook,0.222542,
2582185,10236868,8213494,12/10/2020 00:00,675,paid,27/10/2020 00:00,750,15,1,750,22/10/2020,0,0,0,,,760,,,,30000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Female,1993,Primary,Married,Punjab,0,30000,,Organic,,581
2478110,9993210,8702856,23/09/2020 00:00,675,paid,08/10/2020 00:00,750,15,0,750,01/10/2020,0,0,0,0,0,760,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1996,Secondary,Single,Delhi,0,10000,,Organic,,
2302812,9448695,8136036,14/08/2020 00:00,675,paid,31/08/2020 00:00,750,15,0,750,16/08/2020,0,0,0,0,0,760,,,,18000,1,0,new,Work in the private sector,Other,--,Male,1991,Post-?graduate,Single,Uttar Pradesh,15,,,Organic,,
2285957,9374873,8061007,10/08/2020 00:00,900,paid,09/09/2020 00:00,1000,30,3,1000,15/09/2020,1,1,0,0,0,1020,-17,15,750,19967,1,1,returning,Work in the private sector,Other,--,Male,1986,Graduate,Married,Karnataka,25,,,Organic,,
2568036,10246122,8898548,09/10/2020 00:00,675,paid,26/10/2020 00:00,750,15,1,750,24/10/2020,0,0,0,0,,760,,,,18500,1,0,new,Work in the private sector,Agency/Contract workers,"Marketing, Sales",Male,1997,Secondary,Single,Karnataka,2,1000,,Organic,,
2313226,9460947,8147889,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,2,750,19/08/2020,0,0,0,0,0,760,,,,25000,1,0,new,Work in the private sector,"Sales, Shop, Restaurant",Other,Male,1999,Secondary,Single,Punjab,12,,,Organic,,
2509434,10127323,8227973,29/09/2020 00:00,900,paid,29/10/2020 00:00,1000,30,1,1000,14/10/2020,0,0,0,,,1020,-16,15,750,25000,1,1,returning,Work in the private sector,Professionals,Hotel service,Male,1985,Graduate,Married,Bihar,10,2500,"""740-749""",Organic,,
2568046,10304738,8544130,09/10/2020 00:00,900,paid,09/11/2020 00:00,1000,30,0,1000,11/10/2020,0,,,,,1020,-15,15,750,19000,1,1,returning,Work in the private sector,Other,--,Male,1984,Secondary,Married,Maharashtra,25,10000,"""760-769""",Organic,,
2465458,9851797,8216824,21/09/2020 00:00,675,paid,06/10/2020 00:00,750,15,3,750,06/10/2020,0,0,0,0,0,760,,,,32000,1,0,new,Civil/Public servant,Other,--,Female,1991,Graduate,Married,Telangana,1,2000,,Organic,0.466548,
2391940,9742680,8130117,03/09/2020 00:00,900,paid,18/09/2020 00:00,1000,15,1,1000,17/09/2020,0,0,0,0,0,1010,-2,15,750,33000,1,1,returning,Work in the private sector,Other,--,Male,1989,Post-?graduate,Single,Uttar Pradesh,31,,"""600-609""",Organic,,612
2285965,9377983,8071129,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,2,750,21/08/2020,0,0,0,0,0,760,,,,26500,1,0,new,Self-employed,Agency/Contract workers,"Information, Technology",Male,1994,Graduate,Single,Telangana,0,,,Organic,,513
2386546,9732611,8092428,02/09/2020 00:00,900,paid,17/09/2020 00:00,1000,15,0,1000,18/09/2020,1,0,0,0,0,1010,0,15,750,30000,1,1,returning,Self-employed,"Sales, Shop, Restaurant",Betting business,Male,1998,Secondary,Single,Andhra Pradesh,0,,,Organic,,
2285991,9377194,8070491,10/08/2020 00:00,675,paid,25/08/2020 00:00,750,15,3,750,01/09/2020,1,1,0,0,0,760,,,,50000,1,0,new,Work in the private sector,Professionals,"Information, Technology",Male,1985,Post-?graduate,Single,Telangana,2,,,Organic,,
2386497,9724763,8207466,02/09/2020 00:00,900,paid,02/10/2020 00:00,1000,30,1,1000,30/09/2020,0,0,0,0,0,1020,-3,15,750,18000,1,1,returning,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1998,Graduate,Single,Assam,0,,,Organic,,
2313376,9479325,8166968,17/08/2020 00:00,675,paid,01/09/2020 00:00,750,15,0,750,30/08/2020,0,0,0,0,0,760,,,,15000,1,0,new,Work in the private sector,Other,--,Male,1994,Secondary,Married,Gujarat,26,,,Organic,,
2558958,10260484,8204071,07/10/2020 00:00,900,paid,06/11/2020 00:00,1000,30,1,1000,18/10/2020,0,0,,,,1020,0,15,750,38000,1,1,returning,Work in the private sector,Professionals,Plant Operator,Male,1996,Graduate,Single,West Bengal,5,2000,"""650-659""",Organic,,
2562049,10282459,8687190,08/10/2020 00:00,675,paid,23/10/2020 00:00,750,15,1,750,10/10/2020,0,0,0,0,,760,,,,35000,1,0,new,Self-employed,"Sales, Shop, Restaurant","Street, Market Sales",Male,1997,Secondary,Single,Jharkhand,0,50000,"""700-709""",Organic,,
2465524,9953953,8661335,21/09/2020 00:00,450,paid,06/10/2020 00:00,500,15,1,750,30/09/2020,0,0,0,0,0,500,,,,25000,1,0,new,Self-employed,"Sales, Shop, Restaurant",Shop owner,Male,1984,Graduate,Married,Delhi,0,5000,,Organic,0.28348,436
2437109,9881584,8577000,14/09/2020 00:00,675,paid,29/09/2020 00:00,750,15,3,750,30/09/2020,1,0,0,0,0,760,,,,42000,1,0,new,Self-employed,Other,--,Male,1994,Graduate,Married,Kerala,0,200000,"""750-759""",Organic,0.229292,
